,label,combined_symptoms
268,Common Cold, continuous sneezing  chills  fatigue  cough  high fever  headache  malaise  phlegm  throat irritation  redness of eyes  sinus pressure  runny nose  congestion  chest pain  loss of smell  muscle pain 
269,Common Cold, continuous sneezing  chills  fatigue  cough  high fever  headache  swelled lymph nodes  phlegm  throat irritation  redness of eyes  sinus pressure  runny nose  congestion  chest pain  loss of smell  muscle pain 
270,Pneumonia, chills  fatigue  cough  high fever  breathlessness  sweating  malaise  chest pain  fast heart rate  rusty sputum       
271,Pneumonia, chills  fatigue  cough  high fever  breathlessness  sweating  malaise  phlegm  chest pain  fast heart rate  rusty sputum      
272,Pneumonia, chills  fatigue  cough  high fever  breathlessness  sweating  malaise  phlegm  chest pain  fast heart rate  rusty sputum      
273,Pneumonia, fatigue  cough  high fever  breathlessness  sweating  malaise  phlegm  chest pain  fast heart rate  rusty sputum       
274,Pneumonia, chills  cough  high fever  breathlessness  sweating  malaise  phlegm  chest pain  fast heart rate  rusty sputum       
275,Pneumonia, chills  fatigue  high fever  breathlessness  sweating  malaise  phlegm  chest pain  fast heart rate  rusty sputum       
276,Pneumonia, chills  fatigue  cough  breathlessness  sweating  malaise  phlegm  chest pain  fast heart rate  rusty sputum       
277,Pneumonia, chills  fatigue  cough  high fever  sweating  malaise  phlegm  chest pain  fast heart rate  rusty sputum       
278,Pneumonia, chills  fatigue  cough  high fever  breathlessness  malaise  phlegm  chest pain  fast heart rate  rusty sputum       
279,Pneumonia, chills  fatigue  cough  high fever  breathlessness  sweating  phlegm  chest pain  fast heart rate  rusty sputum       
280,Dimorphic hemmorhoids(piles), constipation  pain during bowel movements  pain in anal region  bloody stool  irritation in anus            
281,Dimorphic hemmorhoids(piles), constipation  pain during bowel movements  pain in anal region  bloody stool  irritation in anus            
282,Dimorphic hemmorhoids(piles), constipation  pain during bowel movements  pain in anal region  bloody stool  irritation in anus            
283,Dimorphic hemmorhoids(piles), pain during bowel movements  pain in anal region  bloody stool  irritation in anus             
284,Dimorphic hemmorhoids(piles), constipation  pain in anal region  bloody stool  irritation in anus             
285,Dimorphic hemmorhoids(piles), constipation  pain during bowel movements  bloody stool  irritation in anus             
286,Dimorphic hemmorhoids(piles), constipation  pain during bowel movements  pain in anal region  irritation in anus             
287,Dimorphic hemmorhoids(piles), constipation  pain during bowel movements  pain in anal region  bloody stool             
288,Dimorphic hemmorhoids(piles), constipation  pain during bowel movements  pain in anal region  bloody stool  irritation in anus            
289,Dimorphic hemmorhoids(piles), constipation  pain during bowel movements  pain in anal region  bloody stool  irritation in anus            
290,Heart attack, vomiting  breathlessness  sweating  chest pain             
291,Heart attack, vomiting  breathlessness  sweating  chest pain             
292,Heart attack, breathlessness  sweating  chest pain              
293,Heart attack, vomiting  sweating  chest pain              
294,Heart attack, vomiting  breathlessness  chest pain              
295,Heart attack, vomiting  breathlessness  sweating              
296,Heart attack, vomiting  breathlessness  sweating  chest pain             
297,Heart attack, breathlessness  sweating  chest pain              
298,Heart attack, vomiting  sweating  chest pain              
299,Heart attack, vomiting  breathlessness  chest pain              
300,Varicose veins, fatigue  cramps  bruising  obesity  swollen legs  swollen blood vessels  prominent veins on calf          
301,Varicose veins, fatigue  cramps  bruising  obesity  swollen legs  swollen blood vessels  prominent veins on calf          
302,Varicose veins, cramps  bruising  obesity  swollen legs  swollen blood vessels  prominent veins on calf           
303,Varicose veins, fatigue  bruising  obesity  swollen legs  swollen blood vessels  prominent veins on calf           
304,Varicose veins, fatigue  cramps  obesity  swollen legs  swollen blood vessels  prominent veins on calf           
305,Varicose veins, fatigue  cramps  bruising  swollen legs  swollen blood vessels  prominent veins on calf           
306,Varicose veins, fatigue  cramps  bruising  obesity  swollen blood vessels  prominent veins on calf           
307,Varicose veins, fatigue  cramps  bruising  obesity  swollen legs  prominent veins on calf           
308,Varicose veins, fatigue  cramps  bruising  obesity  swollen legs  swollen blood vessels           
309,Varicose veins, fatigue  cramps  bruising  obesity  swollen legs  prominent veins on calf           
310,Hypothyroidism, fatigue  weight gain  cold hands and feets  mood swings  lethargy  dizziness  puffy face and eyes  enlarged thyroid  brittle nails  swollen extremeties  depression  irritability  abnormal menstruation    
311,Hypothyroidism, fatigue  weight gain  cold hands and feets  mood swings  lethargy  dizziness  puffy face and eyes  enlarged thyroid  brittle nails  swollen extremeties  depression  irritability  abnormal menstruation    
312,Hypothyroidism, weight gain  cold hands and feets  mood swings  lethargy  dizziness  puffy face and eyes  enlarged thyroid  brittle nails  swollen extremeties  depression  irritability  abnormal menstruation     
313,Hypothyroidism, weight gain  cold hands and feets  mood swings  lethargy  dizziness  puffy face and eyes  enlarged thyroid  brittle nails  swollen extremeties  depression  irritability  abnormal menstruation     
314,Hypothyroidism, fatigue  cold hands and feets  mood swings  lethargy  dizziness  puffy face and eyes  enlarged thyroid  brittle nails  swollen extremeties  depression  irritability  abnormal menstruation     
315,Hypothyroidism, fatigue  weight gain  mood swings  lethargy  dizziness  puffy face and eyes  enlarged thyroid  brittle nails  swollen extremeties  depression  irritability  abnormal menstruation     
316,Hypothyroidism, fatigue  weight gain  cold hands and feets  lethargy  dizziness  puffy face and eyes  enlarged thyroid  brittle nails  swollen extremeties  depression  irritability  abnormal menstruation     
317,Hypothyroidism, fatigue  weight gain  cold hands and feets  mood swings  dizziness  puffy face and eyes  enlarged thyroid  brittle nails  swollen extremeties  depression  irritability  abnormal menstruation     
318,Hypothyroidism, fatigue  weight gain  cold hands and feets  mood swings  lethargy  puffy face and eyes  enlarged thyroid  brittle nails  swollen extremeties  depression  irritability  abnormal menstruation     
319,Hypothyroidism, fatigue  weight gain  cold hands and feets  mood swings  lethargy  dizziness  enlarged thyroid  brittle nails  swollen extremeties  depression  irritability  abnormal menstruation     
320,Hyperthyroidism, fatigue  mood swings  weight loss  restlessness  sweating  diarrhoea  fast heart rate  excessive hunger  muscle weakness  irritability  abnormal menstruation      
321,Hyperthyroidism, fatigue  mood swings  weight loss  restlessness  sweating  diarrhoea  fast heart rate  excessive hunger  muscle weakness  irritability  abnormal menstruation      
322,Hyperthyroidism, mood swings  weight loss  restlessness  sweating  diarrhoea  fast heart rate  excessive hunger  muscle weakness  irritability  abnormal menstruation       
323,Hyperthyroidism, fatigue  weight loss  restlessness  sweating  diarrhoea  fast heart rate  excessive hunger  muscle weakness  irritability  abnormal menstruation       
324,Hyperthyroidism, fatigue  mood swings  restlessness  sweating  diarrhoea  fast heart rate  excessive hunger  muscle weakness  irritability  abnormal menstruation       
325,Hyperthyroidism, fatigue  mood swings  weight loss  sweating  diarrhoea  fast heart rate  excessive hunger  muscle weakness  irritability  abnormal menstruation       
326,Hyperthyroidism, fatigue  mood swings  weight loss  restlessness  diarrhoea  fast heart rate  excessive hunger  muscle weakness  irritability  abnormal menstruation       
327,Hyperthyroidism, fatigue  mood swings  weight loss  restlessness  sweating  fast heart rate  excessive hunger  muscle weakness  irritability  abnormal menstruation       
328,Hyperthyroidism, fatigue  mood swings  weight loss  restlessness  sweating  diarrhoea  excessive hunger  muscle weakness  irritability  abnormal menstruation       
329,Hyperthyroidism, fatigue  mood swings  weight loss  restlessness  sweating  diarrhoea  fast heart rate  muscle weakness  irritability  abnormal menstruation       
330,Hypoglycemia, vomiting  fatigue  anxiety  sweating  headache  nausea  blurred and distorted vision  excessive hunger  slurred speech  irritability  palpitations      
331,Hypoglycemia, vomiting  fatigue  anxiety  sweating  headache  nausea  blurred and distorted vision  excessive hunger  drying and tingling lips  slurred speech  irritability  palpitations     
332,Hypoglycemia, vomiting  fatigue  anxiety  sweating  headache  nausea  blurred and distorted vision  excessive hunger  drying and tingling lips  slurred speech  irritability  palpitations     
333,Hypoglycemia, fatigue  anxiety  sweating  headache  nausea  blurred and distorted vision  excessive hunger  drying and tingling lips  slurred speech  irritability  palpitations      
334,Hypoglycemia, vomiting  anxiety  sweating  headache  nausea  blurred and distorted vision  excessive hunger  drying and tingling lips  slurred speech  irritability  palpitations      
335,Hypoglycemia, vomiting  fatigue  sweating  headache  nausea  blurred and distorted vision  excessive hunger  drying and tingling lips  slurred speech  irritability  palpitations      
336,Hypoglycemia, vomiting  fatigue  anxiety  headache  nausea  blurred and distorted vision  excessive hunger  drying and tingling lips  slurred speech  irritability  palpitations      
337,Hypoglycemia, vomiting  fatigue  anxiety  sweating  nausea  blurred and distorted vision  excessive hunger  drying and tingling lips  slurred speech  irritability  palpitations      
338,Hypoglycemia, vomiting  fatigue  anxiety  sweating  headache  blurred and distorted vision  excessive hunger  drying and tingling lips  slurred speech  irritability  palpitations      
339,Hypoglycemia, vomiting  fatigue  anxiety  sweating  headache  nausea  excessive hunger  drying and tingling lips  slurred speech  irritability  palpitations      
